cantica;canto;n_verso;verso
Inferno;XXX;​25;quant'io vidi in due ombre smorte e nude,
Inferno;XXX;​26;che mordendo correvan di quel modo
Inferno;XXX;​27;che 'l porco quando del porcil si schiude.
Inferno;XXX;​28;L'una giunse a Capocchio, e in sul nodo
Inferno;XXX;​29;del collo l'assannò, sì che, tirando,
Inferno;XXX;​30;grattar li fece il ventre al fondo sodo.
Inferno;XXX;​31;E l'Aretin che rimase, tremando
Inferno;XXX;​32;"mi disse: ""Quel folletto è Gianni Schicchi,"
Inferno;XXX;​33;"e va rabbioso altrui così conciando""."
Inferno;XXX;​34;"""Oh!"", diss'io lui, ""se l'altro non ti ficchi"
Inferno;XXX;​35;li denti a dosso, non ti sia fatica
Inferno;XXX;​36;"a dir chi è, pria che di qui si spicchi""."
Inferno;XXX;​37;"Ed elli a me: ""Quell'è l'anima antica"
Inferno;XXX;​38;di Mirra scellerata, che divenne
Inferno;XXX;​39;al padre, fuor del dritto amore, amica.
Inferno;XXX;​40;Questa a peccar con esso così venne,
Inferno;XXX;​41;falsificando sé in altrui forma,
Inferno;XXX;​42;come l'altro che là sen va, sostenne,
Inferno;XXX;​43;per guadagnar la donna de la torma,
Inferno;XXX;​44;falsificare in sé Buoso Donati,
Inferno;XXX;​45;"testando e dando al testamento norma""."
Inferno;XXX;​46;E poi che i due rabbiosi fuor passati
Inferno;XXX;​47;sovra cu' io avea l'occhio tenuto,
Inferno;XXX;​48;rivolsilo a guardar li altri mal nati.
Inferno;XXX;​49;Io vidi un, fatto a guisa di lëuto,
Inferno;XXX;​50;pur ch'elli avesse avuta l'anguinaia
Inferno;XXX;​51;tronca da l'altro che l'uomo ha forcuto.
Inferno;XXX;​52;La grave idropesì, che sì dispaia
Inferno;XXX;​53;le membra con l'omor che mal converte,
Inferno;XXX;​54;che 'l viso non risponde a la ventraia,
Inferno;XXX;​55;faceva lui tener le labbra aperte
Inferno;XXX;​56;come l'etico fa, che per la sete
Inferno;XXX;​57;l'un verso 'l mento e l'altro in sù rinverte.
Inferno;XXX;​58;"""O voi che sanz'alcuna pena siete,"
Inferno;XXX;​59;"e non so io perché, nel mondo gramo"","
Inferno;XXX;​60;"diss'elli a noi, ""guardate e attendete"
Inferno;XXX;​61;"a la miseria del maestro Adamo;"
Inferno;XXX;​62;io ebbi, vivo, assai di quel ch'i' volli,
Inferno;XXX;​63;e ora, lasso!, un gocciol d'acqua bramo.
Inferno;XXX;​64;Li ruscelletti che d'i verdi colli
Inferno;XXX;​65;del Casentin discendon giuso in Arno,
Inferno;XXX;​66;faccendo i lor canali freddi e molli,
Inferno;XXX;​67;sempre mi stanno innanzi, e non indarno,
Inferno;XXX;​68;ché l'imagine lor vie più m'asciuga
Inferno;XXX;​69;che 'l male ond'io nel volto mi discarno.
Inferno;XXX;​70;La rigida giustizia che mi fruga
Inferno;XXX;​71;tragge cagion del loco ov'io peccai
Inferno;XXX;​72;a metter più li miei sospiri in fuga.
Inferno;XXX;​73;Ivi è Romena, là dov'io falsai
Inferno;XXX;​74;"la lega suggellata del Batista;"
Inferno;XXX;​75;per ch'io il corpo sù arso lasciai.
Inferno;XXX;​76;Ma s'io vedessi qui l'anima trista
Inferno;XXX;​77;di Guido o d'Alessandro o di lor frate,
Inferno;XXX;​78;per Fonte Branda non darei la vista.
Inferno;XXX;​79;Dentro c'è l'una già, se l'arrabbiate
Inferno;XXX;​80;"ombre che vanno intorno dicon vero;"
Inferno;XXX;​81;ma che mi val, c'ho le membra legate?
Inferno;XXX;​82;S'io fossi pur di tanto ancor leggero
Inferno;XXX;​83;ch'i' potessi in cent'anni andare un'oncia,
Inferno;XXX;​84;io sarei messo già per lo sentiero,
Inferno;XXX;​85;cercando lui tra questa gente sconcia,
Inferno;XXX;​86;con tutto ch'ella volge undici miglia,
Inferno;XXX;​87;e men d'un mezzo di traverso non ci ha.
Inferno;XXX;​88;"Io son per lor tra sì fatta famiglia;"
Inferno;XXX;​89;e' m'indussero a batter li fiorini
Inferno;XXX;​90;"ch'avevan tre carati di mondiglia""."
Inferno;XXX;​91;"E io a lui: ""Chi son li due tapini"
Inferno;XXX;​92;che fumman come man bagnate 'l verno,
Inferno;XXX;​93;"giacendo stretti a' tuoi destri confini?""."
Inferno;XXX;​94;"""Qui li trovai - e poi volta non dierno - "","
Inferno;XXX;​95;"rispuose, ""quando piovvi in questo greppo,"
Inferno;XXX;​96;e non credo che dieno in sempiterno.
Inferno;XXX;​97;"L'una è la falsa ch'accusò Gioseppo;"
Inferno;XXX;​98;l'altr'è 'l falso Sinon greco di Troia:
Inferno;XXX;​99;"per febbre aguta gittan tanto leppo""."
Inferno;XXX;​100;E l'un di lor, che si recò a noia
Inferno;XXX;​101;forse d'esser nomato sì oscuro,
Inferno;XXX;​102;col pugno li percosse l'epa croia.
Inferno;XXX;​103;"Quella sonò come fosse un tamburo;"
Inferno;XXX;​104;e mastro Adamo li percosse il volto
Inferno;XXX;​105;col braccio suo, che non parve men duro,
Inferno;XXX;​106;"dicendo a lui: ""Ancor che mi sia tolto"
Inferno;XXX;​107;lo muover per le membra che son gravi,
Inferno;XXX;​108;"ho io il braccio a tal mestiere sciolto""."
Inferno;XXX;​109;"Ond'ei rispuose: ""Quando tu andavi"
Inferno;XXX;​110;"al fuoco, non l'avei tu così presto;"
Inferno;XXX;​111;"ma sì e più l'avei quando coniavi""."
Inferno;XXX;​112;"E l'idropico: ""Tu di' ver di questo:"
Inferno;XXX;​113;ma tu non fosti sì ver testimonio
Inferno;XXX;​114;"là 've del ver fosti a Troia richesto""."
Inferno;XXX;​115;"""S'io dissi falso, e tu falsasti il conio"","
Inferno;XXX;​116;"disse Sinon; ""e son qui per un fallo,"
Inferno;XXX;​117;"e tu per più ch'alcun altro demonio!""."
Inferno;XXX;​118;"""Ricorditi, spergiuro, del cavallo"","
Inferno;XXX;​119;"rispuose quel ch'avëa infiata l'epa;"
Inferno;XXX;​120;"""e sieti reo che tutto il mondo sallo!""."
Inferno;XXX;​121;"""E te sia rea la sete onde ti crepa"","
Inferno;XXX;​122;"disse 'l Greco, ""la lingua, e l'acqua marcia"
Inferno;XXX;​123;"che 'l ventre innanzi a li occhi sì t'assiepa!""."
Inferno;XXX;​124;"Allora il monetier: ""Così si squarcia"
Inferno;XXX;​125;"la bocca tua per tuo mal come suole;"
Inferno;XXX;​126;ché, s'i' ho sete e omor mi rinfarcia,
Inferno;XXX;​127;tu hai l'arsura e 'l capo che ti duole,
Inferno;XXX;​128;e per leccar lo specchio di Narcisso,
Inferno;XXX;​129;"non vorresti a 'nvitar molte parole""."
Inferno;XXX;​130;Ad ascoltarli er'io del tutto fisso,
Inferno;XXX;​131;"quando 'l maestro mi disse: ""Or pur mira,"
Inferno;XXX;​132;"che per poco che teco non mi risso!""."
Inferno;XXX;​133;Quand'io 'l senti' a me parlar con ira,
Inferno;XXX;​134;volsimi verso lui con tal vergogna,
Inferno;XXX;​135;ch'ancor per la memoria mi si gira.
Inferno;XXX;​136;Qual è colui che suo dannaggio sogna,
Inferno;XXX;​137;che sognando desidera sognare,
Inferno;XXX;​138;sì che quel ch'è, come non fosse, agogna,
Inferno;XXX;​139;tal mi fec'io, non possendo parlare,
Inferno;XXX;​140;che disïava scusarmi, e scusava
Inferno;XXX;​141;me tuttavia, e nol mi credea fare.
Inferno;XXX;​142;"""Maggior difetto men vergogna lava"","
Inferno;XXX;​143;"disse 'l maestro, ""che 'l tuo non è stato;"
Inferno;XXX;​144;però d'ogne trestizia ti disgrava.
Inferno;XXX;​145;E fa ragion ch'io ti sia sempre allato,
Inferno;XXX;​146;se più avvien che fortuna t'accoglia
Inferno;XXX;​147;dove sien genti in simigliante piato:
Inferno;XXX;​148;"ché voler ciò udire è bassa voglia""."
Inferno;XXXI;​1;Una medesma lingua pria mi morse,
Inferno;XXXI;​2;sì che mi tinse l'una e l'altra guancia,
Inferno;XXXI;​3;"e poi la medicina mi riporse;"
Inferno;XXXI;​4;così od'io che solea far la lancia
Inferno;XXXI;​5;d'Achille e del suo padre esser cagione
Inferno;XXXI;​6;prima di trista e poi di buona mancia.
Inferno;XXXI;​7;Noi demmo il dosso al misero vallone
Inferno;XXXI;​8;su per la ripa che 'l cinge dintorno,
Inferno;XXXI;​9;attraversando sanza alcun sermone.
Inferno;XXXI;​10;Quiv'era men che notte e men che giorno,
Inferno;XXXI;​11;"sì che 'l viso m'andava innanzi poco;"
Inferno;XXXI;​12;ma io senti' sonare un alto corno,
Inferno;XXXI;​13;tanto ch'avrebbe ogne tuon fatto fioco,
Inferno;XXXI;​14;che, contra sé la sua via seguitando,
Inferno;XXXI;​15;dirizzò li occhi miei tutti ad un loco.
Inferno;XXXI;​16;Dopo la dolorosa rotta, quando
Inferno;XXXI;​17;Carlo Magno perdé la santa gesta,
Inferno;XXXI;​18;non sonò sì terribilmente Orlando.
Inferno;XXXI;​19;Poco portäi in là volta la testa,
Inferno;XXXI;​20;"che me parve veder molte alte torri;"
Inferno;XXXI;​21;"ond'io: ""Maestro, di', che terra è questa?""."
Inferno;XXXI;​22;"Ed elli a me: ""Però che tu trascorri"
Inferno;XXXI;​23;per le tenebre troppo da la lungi,
Inferno;XXXI;​24;avvien che poi nel maginare abborri.
Inferno;XXXI;​25;Tu vedrai ben, se tu là ti congiungi,
Inferno;XXXI;​26;"quanto 'l senso s'inganna di lontano;"
Inferno;XXXI;​27;"però alquanto più te stesso pungi""."
Inferno;XXXI;​28;Poi caramente mi prese per mano
Inferno;XXXI;​29;"e disse: ""Pria che noi siamo più avanti,"
Inferno;XXXI;​30;acciò che 'l fatto men ti paia strano,
Inferno;XXXI;​31;sappi che non son torri, ma giganti,
Inferno;XXXI;​32;e son nel pozzo intorno da la ripa
Inferno;XXXI;​33;"da l'umbilico in giuso tutti quanti""."
Inferno;XXXI;​34;Come quando la nebbia si dissipa,
Inferno;XXXI;​35;lo sguardo a poco a poco raffigura
Inferno;XXXI;​36;ciò che cela 'l vapor che l'aere stipa,
Inferno;XXXI;​37;così forando l'aura grossa e scura,
Inferno;XXXI;​38;più e più appressando ver' la sponda,
Inferno;XXXI;​39;"fuggiemi errore e cresciemi paura;"
Inferno;XXXI;​40;però che, come su la cerchia tonda
Inferno;XXXI;​41;Montereggion di torri si corona,
Inferno;XXXI;​42;così la proda che 'l pozzo circonda
Inferno;XXXI;​43;torreggiavan di mezza la persona
Inferno;XXXI;​44;li orribili giganti, cui minaccia
Inferno;XXXI;​45;Giove del cielo ancora quando tuona.
Inferno;XXXI;​46;E io scorgeva già d'alcun la faccia,
Inferno;XXXI;​47;le spalle e 'l petto e del ventre gran parte,
Inferno;XXXI;​48;e per le coste giù ambo le braccia.
Inferno;XXXI;​49;Natura certo, quando lasciò l'arte
Inferno;XXXI;​50;di sì fatti animali, assai fé bene
Inferno;XXXI;​51;per tòrre tali essecutori a Marte.
Inferno;XXXI;​52;E s'ella d'elefanti e di balene
Inferno;XXXI;​53;non si pente, chi guarda sottilmente,
Inferno;XXXI;​54;"più giusta e più discreta la ne tene;"
Inferno;XXXI;​55;ché dove l'argomento de la mente
Inferno;XXXI;​56;s'aggiugne al mal volere e a la possa,
Inferno;XXXI;​57;nessun riparo vi può far la gente.
Inferno;XXXI;​58;La faccia sua mi parea lunga e grossa
Inferno;XXXI;​59;come la pina di San Pietro a Roma,
Inferno;XXXI;​60;"e a sua proporzione eran l'altre ossa;"
Inferno;XXXI;​61;sì che la ripa, ch'era perizoma
Inferno;XXXI;​62;dal mezzo in giù, ne mostrava ben tanto
Inferno;XXXI;​63;di sovra, che di giugnere a la chioma
Inferno;XXXI;​64;"tre Frison s'averien dato mal vanto;"
Inferno;XXXI;​65;però ch'i' ne vedea trenta gran palmi
Inferno;XXXI;​66;dal loco in giù dov'omo affibbia 'l manto.
Inferno;XXXI;​67;"""Raphél maì amècche zabì almi"","
Inferno;XXXI;​68;cominciò a gridar la fiera bocca,
Inferno;XXXI;​69;cui non si convenia più dolci salmi.
Inferno;XXXI;​70;"E 'l duca mio ver' lui: ""Anima sciocca,"
Inferno;XXXI;​71;tienti col corno, e con quel ti disfoga
Inferno;XXXI;​72;quand'ira o altra passïon ti tocca!
Inferno;XXXI;​73;Cércati al collo, e troverai la soga
Inferno;XXXI;​74;che 'l tien legato, o anima confusa,
Inferno;XXXI;​75;"e vedi lui che 'l gran petto ti doga""."
Inferno;XXXI;​76;"Poi disse a me: ""Elli stessi s'accusa;"
Inferno;XXXI;​77;questi è Nembrotto per lo cui mal coto
Inferno;XXXI;​78;pur un linguaggio nel mondo non s'usa.
Inferno;XXXI;​79;"Lasciànlo stare e non parliamo a vòto;"
Inferno;XXXI;​80;ché così è a lui ciascun linguaggio
Inferno;XXXI;​81;"come 'l suo ad altrui, ch'a nullo è noto""."
Inferno;XXXI;​82;Facemmo adunque più lungo vïaggio,
Inferno;XXXI;​83;"vòlti a sinistra; e al trar d'un balestro,"
Inferno;XXXI;​84;trovammo l'altro assai più fero e maggio.
Inferno;XXXI;​85;A cigner lui qual che fosse 'l maestro,
Inferno;XXXI;​86;non so io dir, ma el tenea soccinto
Inferno;XXXI;​87;dinanzi l'altro e dietro il braccio destro
Inferno;XXXI;​88;d'una catena che 'l tenea avvinto
Inferno;XXXI;​89;dal collo in giù, sì che 'n su lo scoperto
Inferno;XXXI;​90;si ravvolgëa infino al giro quinto.
Inferno;XXXI;​91;"""Questo superbo volle esser esperto"
Inferno;XXXI;​92;"di sua potenza contra 'l sommo Giove"","
Inferno;XXXI;​93;"disse 'l mio duca, ""ond'elli ha cotal merto."
Inferno;XXXI;​94;Fïalte ha nome, e fece le gran prove
Inferno;XXXI;​95;"quando i giganti fer paura a' dèi;"
Inferno;XXXI;​96;"le braccia ch'el menò, già mai non move""."
Inferno;XXXI;​97;"E io a lui: ""S'esser puote, io vorrei"
Inferno;XXXI;​98;che de lo smisurato Brïareo
Inferno;XXXI;​99;"esperïenza avesser li occhi miei""."
Inferno;XXXI;​100;"Ond'ei rispuose: ""Tu vedrai Anteo"
Inferno;XXXI;​101;presso di qui che parla ed è disciolto,
Inferno;XXXI;​102;che ne porrà nel fondo d'ogne reo.
Inferno;XXXI;​103;Quel che tu vuo' veder, più là è molto
Inferno;XXXI;​104;ed è legato e fatto come questo,
Inferno;XXXI;​105;"salvo che più feroce par nel volto""."
Inferno;XXXI;​106;Non fu tremoto già tanto rubesto,
Inferno;XXXI;​107;che scotesse una torre così forte,
Inferno;XXXI;​108;come Fïalte a scuotersi fu presto.
Inferno;XXXI;​109;Allor temett'io più che mai la morte,
Inferno;XXXI;​110;e non v'era mestier più che la dotta,
Inferno;XXXI;​111;s'io non avessi viste le ritorte.
Inferno;XXXI;​112;Noi procedemmo più avante allotta,
Inferno;XXXI;​113;e venimmo ad Anteo, che ben cinque alle,
Inferno;XXXI;​114;sanza la testa, uscia fuor de la grotta.
Inferno;XXXI;​115;"""O tu che ne la fortunata valle"
Inferno;XXXI;​116;che fece Scipïon di gloria reda,
Inferno;XXXI;​117;quand'Anibàl co' suoi diede le spalle,
Inferno;XXXI;​118;recasti già mille leon per preda,
Inferno;XXXI;​119;e che, se fossi stato a l'alta guerra
Inferno;XXXI;​120;de' tuoi fratelli, ancor par che si creda
Inferno;XXXI;​121;ch'avrebber vinto i figli de la terra:
Inferno;XXXI;​122;mettine giù, e non ten vegna schifo,
Inferno;XXXI;​123;dove Cocito la freddura serra.
Inferno;XXXI;​124;Non ci fare ire a Tizio né a Tifo:
Inferno;XXXI;​125;"questi può dar di quel che qui si brama;"
Inferno;XXXI;​126;però ti china e non torcer lo grifo.
Inferno;XXXI;​127;Ancor ti può nel mondo render fama,
Inferno;XXXI;​128;ch'el vive, e lunga vita ancor aspetta
Inferno;XXXI;​129;"se 'nnanzi tempo grazia a sé nol chiama""."
Inferno;XXXI;​130;"Così disse 'l maestro; e quelli in fretta"
Inferno;XXXI;​131;le man distese, e prese 'l duca mio,
Inferno;XXXI;​132;ond'Ercule sentì già grande stretta.
Inferno;XXXI;​133;Virgilio, quando prender si sentio,
Inferno;XXXI;​134;"disse a me: ""Fatti qua, sì ch'io ti prenda"";"
Inferno;XXXI;​135;poi fece sì ch'un fascio era elli e io.
Inferno;XXXI;​136;Qual pare a riguardar la Carisenda
Inferno;XXXI;​137;sotto 'l chinato, quando un nuvol vada
Inferno;XXXI;​138;sovr'essa sì, ched ella incontro penda:
Inferno;XXXI;​139;tal parve Antëo a me che stava a bada
Inferno;XXXI;​140;di vederlo chinare, e fu tal ora
Inferno;XXXI;​141;ch'i' avrei voluto ir per altra strada.
Inferno;XXXI;​142;Ma lievemente al fondo che divora
Inferno;XXXI;​143;"Lucifero con Giuda, ci sposò;"
Inferno;XXXI;​144;né, sì chinato, lì fece dimora,
Inferno;XXXI;​145;e come albero in nave si levò.
Inferno;XXXII;​1;S'ïo avessi le rime aspre e chiocce,
Inferno;XXXII;​2;come si converrebbe al tristo buco
Inferno;XXXII;​3;sovra 'l qual pontan tutte l'altre rocce,
Inferno;XXXII;​4;io premerei di mio concetto il suco
Inferno;XXXII;​5;"più pienamente; ma perch'io non l'abbo,"
Inferno;XXXII;​6;"non sanza tema a dicer mi conduco;"
Inferno;XXXII;​7;ché non è impresa da pigliare a gabbo
Inferno;XXXII;​8;discriver fondo a tutto l'universo,
Inferno;XXXII;​9;né da lingua che chiami mamma o babbo.
Inferno;XXXII;​10;Ma quelle donne aiutino il mio verso
Inferno;XXXII;​11;ch'aiutaro Anfïone a chiuder Tebe,
Inferno;XXXII;​12;sì che dal fatto il dir non sia diverso.
Inferno;XXXII;​13;Oh sovra tutte mal creata plebe
Inferno;XXXII;​14;che stai nel loco onde parlare è duro,
Inferno;XXXII;​15;mei foste state qui pecore o zebe!
Inferno;XXXII;​16;Come noi fummo giù nel pozzo scuro
Inferno;XXXII;​17;sotto i piè del gigante assai più bassi,
Inferno;XXXII;​18;e io mirava ancora a l'alto muro,
Inferno;XXXII;​19;"dicere udi'mi: ""Guarda come passi:"
Inferno;XXXII;​20;va sì, che tu non calchi con le piante
Inferno;XXXII;​21;"le teste de' fratei miseri lassi""."
Inferno;XXXII;​22;Per ch'io mi volsi, e vidimi davante
Inferno;XXXII;​23;e sotto i piedi un lago che per gelo
Inferno;XXXII;​24;avea di vetro e non d'acqua sembiante.
Inferno;XXXII;​25;Non fece al corso suo sì grosso velo
Inferno;XXXII;​26;di verno la Danoia in Osterlicchi,
Inferno;XXXII;​27;né Tanaï là sotto 'l freddo cielo,
Inferno;XXXII;​28;"com'era quivi; che se Tambernicchi"
Inferno;XXXII;​29;vi fosse sù caduto, o Pietrapana,
Inferno;XXXII;​30;non avria pur da l'orlo fatto cricchi.
Inferno;XXXII;​31;E come a gracidar si sta la rana
Inferno;XXXII;​32;col muso fuor de l'acqua, quando sogna
Inferno;XXXII;​33;"di spigolar sovente la villana;"
Inferno;XXXII;​34;livide, insin là dove appar vergogna
Inferno;XXXII;​35;eran l'ombre dolenti ne la ghiaccia,
Inferno;XXXII;​36;mettendo i denti in nota di cicogna.
Inferno;XXXII;​37;"Ognuna in giù tenea volta la faccia;"
Inferno;XXXII;​38;da bocca il freddo, e da li occhi il cor tristo
Inferno;XXXII;​39;tra lor testimonianza si procaccia.
Inferno;XXXII;​40;Quand'io m'ebbi dintorno alquanto visto,
Inferno;XXXII;​41;volsimi a' piedi, e vidi due sì stretti,
Inferno;XXXII;​42;che 'l pel del capo avieno insieme misto.
Inferno;XXXII;​43;"""Ditemi, voi che sì strignete i petti"","
Inferno;XXXII;​44;"diss'io, ""chi siete?"". E quei piegaro i colli;"
Inferno;XXXII;​45;e poi ch'ebber li visi a me eretti,
Inferno;XXXII;​46;li occhi lor, ch'eran pria pur dentro molli,
Inferno;XXXII;​47;gocciar su per le labbra, e 'l gelo strinse
Inferno;XXXII;​48;le lagrime tra essi e riserrolli.
Inferno;XXXII;​49;Con legno legno spranga mai non cinse
Inferno;XXXII;​50;"forte così; ond'ei come due becchi"
Inferno;XXXII;​51;cozzaro insieme, tanta ira li vinse.
Inferno;XXXII;​52;E un ch'avea perduti ambo li orecchi
Inferno;XXXII;​53;per la freddura, pur col viso in giùe,
Inferno;XXXII;​54;"disse: ""Perché cotanto in noi ti specchi?"
Inferno;XXXII;​55;Se vuoi saper chi son cotesti due,
Inferno;XXXII;​56;la valle onde Bisenzo si dichina
Inferno;XXXII;​57;del padre loro Alberto e di lor fue.
Inferno;XXXII;​58;"D'un corpo usciro; e tutta la Caina"
Inferno;XXXII;​59;potrai cercare, e non troverai ombra
Inferno;XXXII;​60;degna più d'esser fitta in gelatina:
Inferno;XXXII;​61;non quelli a cui fu rotto il petto e l'ombra
Inferno;XXXII;​62;"con esso un colpo per la man d'Artù;"
Inferno;XXXII;​63;"non Focaccia; non questi che m'ingombra"
Inferno;XXXII;​64;col capo sì, ch'i' non veggio oltre più,
Inferno;XXXII;​65;"e fu nomato Sassol Mascheroni;"
