cantica;canto;range_versi;frase
Inferno;XXI;​72;ma el gridò:
Inferno;XXI;​72;"""Nessun di voi sia fello!"
Inferno;XXI;​73-75;"Innanzi che l'uncin vostro mi pigli, traggasi avante l'un di voi che m'oda, e poi d'arruncigliarmi si consigli""."
Inferno;XXI;​76;Tutti gridaron:
Inferno;XXI;​76;"""Vada Malacoda!"";"
Inferno;XXI;​77-78;per ch'un si mosse - e li altri stetter fermi - e venne a lui dicendo:
Inferno;XXI;​78;"""Che li approda?""."
Inferno;XXI;​79-82;"""Credi tu, Malacoda, qui vedermi esser venuto"", disse 'l mio maestro, ""sicuro già da tutti vostri schermi, sanza voler divino e fato destro?"
Inferno;XXI;​83-84;"Lascian' andar, ché nel cielo è voluto ch'i' mostri altrui questo cammin silvestro""."
Inferno;XXI;​85-87;Allor li fu l'orgoglio sì caduto, ch'e' si lasciò cascar l'uncino a' piedi, e disse a li altri:
Inferno;XXI;​87;"""Omai non sia feruto""."
Inferno;XXI;​88;E 'l duca mio a me:
Inferno;XXI;​88-90;"""O tu che siedi tra li scheggion del ponte quatto quatto, sicuramente omai a me ti riedi""."
Inferno;XXI;​91;"Per ch'io mi mossi, e a lui venni ratto;"
Inferno;XXI;​92-93;"e i diavoli si fecer tutti avanti, sì ch'io temetti ch'ei tenesser patto;"
Inferno;XXI;​94-96;così vid'ïo già temer li fanti ch'uscivan patteggiati di Caprona, veggendo sé tra nemici cotanti.
Inferno;XXI;​97-99;I' m'accostai con tutta la persona lungo 'l mio duca, e non torceva li occhi da la sembianza lor ch'era non buona.
Inferno;XXI;​100-101;"Ei chinavan li raffi e ""Vuo' che 'l tocchi"", diceva l'un con l'altro, ""in sul groppone?"
Inferno;XXI;​102;E rispondien:
Inferno;XXI;​102;"""Sì, fa che gliel'accocchi""."
Inferno;XXI;​103-105;Ma quel demonio che tenea sermone col duca mio, si volse tutto presto e disse:
Inferno;XXI;​105;"""Posa, posa, Scarmiglione!""."
Inferno;XXI;​106;Poi disse a noi:
Inferno;XXI;​106-108;"""Più oltre andar per questo iscoglio non si può, però che giace tutto spezzato al fondo l'arco sesto."
Inferno;XXI;​109-110;"E se l'andare avante pur vi piace, andatevene su per questa grotta;"
Inferno;XXI;​111;presso è un altro scoglio che via face.
Inferno;XXI;​112-114;Ier, più oltre cinqu'ore che quest'otta, mille dugento con sessanta sei anni compié che qui la via fu rotta.
Inferno;XXI;​115-116;"Io mando verso là di questi miei a riguardar s'alcun se ne sciorina;"
Inferno;XXI;​117;"gite con lor, che non saranno rei""."
Inferno;XXI;​118-119;"""Tra'ti avante, Alichino, e Calcabrina"", cominciò elli a dire, ""e tu, Cagnazzo;"
Inferno;XXI;​120;e Barbariccia guidi la decina.
Inferno;XXI;​121-123;Libicocco vegn'oltre e Draghignazzo, Cirïatto sannuto e Graffiacane e Farfarello e Rubicante pazzo.
Inferno;XXI;​124-126;"Cercate 'ntorno le boglienti pane; costor sian salvi infino a l'altro scheggio che tutto intero va sovra le tane""."
Inferno;XXI;​127-129;"""Omè, maestro, che è quel ch'i' veggio?"", diss'io, ""deh, sanza scorta andianci soli, se tu sa' ir;"
Inferno;XXI;​129;ch'i' per me non la cheggio.
Inferno;XXI;​130-132;Se tu se' sì accorto come suoli, non vedi tu ch'e' digrignan li denti e con le ciglia ne minaccian duoli?
Inferno;XXI;​133;Ed elli a me:
Inferno;XXI;​133-135;"""Non vo' che tu paventi; lasciali digrignar pur a lor senno, ch'e' fanno ciò per li lessi dolenti""."
Inferno;XXI;​136;"Per l'argine sinistro volta dienno;"
Inferno;XXI;​137-138;"ma prima avea ciascun la lingua stretta coi denti, verso lor duca, per cenno;"
Inferno;XXI;​139;ed elli avea del cul fatto trombetta.
Inferno;XXII;​1-3;"Io vidi già cavalier muover campo, e cominciare stormo e far lor mostra, e talvolta partir per loro scampo;"
Inferno;XXII;​4-6;"corridor vidi per la terra vostra, o Aretini, e vidi gir gualdane, fedir torneamenti e correr giostra;"
Inferno;XXII;​7-9;"quando con trombe, e quando con campane, con tamburi e con cenni di castella, e con cose nostrali e con istrane;"
Inferno;XXII;​10-12;né già con sì diversa cennamella cavalier vidi muover né pedoni, né nave a segno di terra o di stella.
Inferno;XXII;​13;Noi andavam con li diece demoni.
Inferno;XXII;​14;Ahi fiera compagnia!
Inferno;XXII;​14-15;ma ne la chiesa coi santi, e in taverna coi ghiottoni.
Inferno;XXII;​16-18;Pur a la pegola era la mia 'ntesa, per veder de la bolgia ogne contegno e de la gente ch'entro v'era incesa.
Inferno;XXII;​19-24;Come i dalfini, quando fanno segno a' marinar con l'arco de la schiena che s'argomentin di campar lor legno, talor così, ad alleggiar la pena, mostrav'alcun de' peccatori 'l dosso e nascondea in men che non balena.
Inferno;XXII;​25-28;"E come a l'orlo de l'acqua d'un fosso stanno i ranocchi pur col muso fuori, sì che celano i piedi e l'altro grosso, sì stavan d'ogne parte i peccatori;"
Inferno;XXII;​29-30;ma come s'appressava Barbariccia, così si ritraén sotto i bollori.
Inferno;XXII;​31-33;"I' vidi, e anco il cor me n'accapriccia, uno aspettar così, com'elli 'ncontra ch'una rana rimane e l'altra spiccia;"
Inferno;XXII;​34-36;e Graffiacan, che li era più di contra, li arruncigliò le 'mpegolate chiome e trassel sù, che mi parve una lontra.
Inferno;XXII;​37-39;I' sapea già di tutti quanti 'l nome, sì li notai quando fuorono eletti, e poi ch'e' si chiamaro, attesi come.
Inferno;XXII;​40-42;"""O Rubicante, fa che tu li metti li unghioni a dosso, sì che tu lo scuoi!"", gridavan tutti insieme i maladetti."
Inferno;XXII;​43;E io:
Inferno;XXII;​43-45;"""Maestro mio, fa, se tu puoi, che tu sappi chi è lo sciagurato venuto a man de li avversari suoi""."
Inferno;XXII;​46;"Lo duca mio li s'accostò allato;"
Inferno;XXII;​47;domandollo ond'ei fosse, e quei rispuose:
Inferno;XXII;​48;"""I' fui del regno di Navarra nato."
Inferno;XXII;​49-51;Mia madre a servo d'un segnor mi puose, che m'avea generato d'un ribaldo, distruggitor di sé e di sue cose.
Inferno;XXII;​52;"Poi fui famiglia del buon re Tebaldo;"
Inferno;XXII;​53-54;"quivi mi misi a far baratteria, di ch'io rendo ragione in questo caldo""."
Inferno;XXII;​55-57;E Cirïatto, a cui di bocca uscia d'ogne parte una sanna come a porco, li fé sentir come l'una sdruscia.
Inferno;XXII;​58;"Tra male gatte era venuto 'l sorco;"
Inferno;XXII;​59-60;ma Barbariccia il chiuse con le braccia e disse:
Inferno;XXII;​60;"""State in là, mentr'io lo 'nforco""."
Inferno;XXII;​61;"E al maestro mio volse la faccia;"
Inferno;XXII;​62-63;"""Domanda"", disse, ""ancor, se più disii saper da lui, prima ch'altri 'l disfaccia""."
Inferno;XXII;​64;Lo duca dunque:
Inferno;XXII;​64-66;"""Or dì: de li altri rii conosci tu alcun che sia latino sotto la pece?""."
Inferno;XXII;​66;E quelli:
Inferno;XXII;​66-67;"""I' mi partii, poco è, da un che fu di là vicino."
Inferno;XXII;​68-69;"Così foss'io ancor con lui coperto, ch'i' non temerei unghia né uncino!""."
Inferno;XXII;​70-71;"E Libicocco ""Troppo avem sofferto"", disse;"
Inferno;XXII;​71-72;e preseli 'l braccio col runciglio, sì che, stracciando, ne portò un lacerto.
Inferno;XXII;​73-74;"Draghignazzo anco i volle dar di piglio giuso a le gambe;"
Inferno;XXII;​74-75;onde 'l decurio loro si volse intorno intorno con mal piglio.
Inferno;XXII;​76-78;Quand'elli un poco rappaciati fuoro, a lui, ch'ancor mirava sua ferita, domandò 'l duca mio sanza dimoro:
Inferno;XXII;​79-80;"""Chi fu colui da cui mala partita di' che facesti per venire a proda?"
Inferno;XXII;​81;Ed ei rispuose:
Inferno;XXII;​81-84;"""Fu frate Gomita, quel di Gallura, vasel d'ogne froda, ch'ebbe i nemici di suo donno in mano, e fé sì lor, che ciascun se ne loda."
Inferno;XXII;​85-86;"Danar si tolse e lasciolli di piano, sì com'e' dice;"
Inferno;XXII;​86-87;e ne li altri offici anche barattier fu non picciol, ma sovrano.
Inferno;XXII;​88-89;"Usa con esso donno Michel Zanche di Logodoro;"
Inferno;XXII;​89-90;e a dir di Sardigna le lingue lor non si sentono stanche.
Inferno;XXII;​91;"Omè, vedete l'altro che digrigna;"
Inferno;XXII;​92-93;"i' direi anche, ma i' temo ch'ello non s'apparecchi a grattarmi la tigna""."
Inferno;XXII;​94-96;E 'l gran proposto, vòlto a Farfarello che stralunava li occhi per fedire, disse:
Inferno;XXII;​96;"""Fatti 'n costà, malvagio uccello!""."
Inferno;XXII;​97-99;"""Se voi volete vedere o udire"", ricominciò lo spaürato appresso, ""Toschi o Lombardi, io ne farò venire;"
Inferno;XXII;​100-101;"ma stieno i Malebranche un poco in cesso, sì ch'ei non teman de le lor vendette;"
Inferno;XXII;​102-105;"e io, seggendo in questo loco stesso, per un ch'io son, ne farò venir sette quand'io suffolerò, com'è nostro uso di fare allor che fori alcun si mette""."
Inferno;XXII;​106-107;Cagnazzo a cotal motto levò 'l muso, crollando 'l capo, e disse:
Inferno;XXII;​107-108;"""Odi malizia ch'elli ha pensata per gittarsi giuso!""."
Inferno;XXII;​109-110;Ond'ei, ch'avea lacciuoli a gran divizia, rispuose:
Inferno;XXII;​110-111;"""Malizioso son io troppo, quand'io procuro a' mia maggior trestizia""."
Inferno;XXII;​112-113;Alichin non si tenne e, di rintoppo a li altri, disse a lui:
Inferno;XXII;​113-115;"""Se tu ti cali, io non ti verrò dietro di gualoppo, ma batterò sovra la pece l'ali."
Inferno;XXII;​116-117;"Lascisi 'l collo, e sia la ripa scudo, a veder se tu sol più di noi vali""."
Inferno;XXII;​118;O tu che leggi, udirai nuovo ludo:
Inferno;XXII;​119-120;ciascun da l'altra costa li occhi volse, quel prima, ch'a ciò fare era più crudo.
Inferno;XXII;​121;"Lo Navarrese ben suo tempo colse;"
Inferno;XXII;​122-123;fermò le piante a terra, e in un punto saltò e dal proposto lor si sciolse.
Inferno;XXII;​124-125;"Di che ciascun di colpa fu compunto, ma quei più che cagion fu del difetto;"
Inferno;XXII;​126;però si mosse e gridò:
Inferno;XXII;​126;"""Tu se' giunto!""."
Inferno;XXII;​127;Ma poco i valse:
Inferno;XXII;​127-128;"ché l'ali al sospetto non potero avanzar;"
Inferno;XXII;​128-129;quelli andò sotto, e quei drizzò volando suso il petto:
Inferno;XXII;​130-132;non altrimenti l'anitra di botto, quando 'l falcon s'appressa, giù s'attuffa, ed ei ritorna sù crucciato e rotto.
Inferno;XXII;​133-135;"Irato Calcabrina de la buffa, volando dietro li tenne, invaghito che quei campasse per aver la zuffa;"
Inferno;XXII;​136-138;e come 'l barattier fu disparito, così volse li artigli al suo compagno, e fu con lui sopra 'l fosso ghermito.
Inferno;XXII;​139-141;Ma l'altro fu bene sparvier grifagno ad artigliar ben lui, e amendue cadder nel mezzo del bogliente stagno.
Inferno;XXII;​142;"Lo caldo sghermitor sùbito fue;"
Inferno;XXII;​143-144;ma però di levarsi era neente, sì avieno inviscate l'ali sue.
Inferno;XXII;​145-148;"Barbariccia, con li altri suoi dolente, quattro ne fé volar da l'altra costa con tutt'i raffi, e assai prestamente di qua, di là discesero a la posta;"
Inferno;XXII;​149-150;"porser li uncini verso li 'mpaniati, ch'eran già cotti dentro da la crosta;"
Inferno;XXII;​151;e noi lasciammo lor così 'mpacciati.
Inferno;XXIII;​1-3;Taciti, soli, sanza compagnia n'andavam l'un dinanzi e l'altro dopo, come frati minor vanno per via.
Inferno;XXIII;​4-6;"Vòlt'era in su la favola d'Isopo lo mio pensier per la presente rissa, dov'el parlò de la rana e del topo;"
Inferno;XXIII;​7-9;"ché più non si pareggia ""mo"" e ""issa"" che l'un con l'altro fa, se ben s'accoppia principio e fine con la mente fissa."
Inferno;XXIII;​10-12;E come l'un pensier de l'altro scoppia, così nacque di quello un altro poi, che la prima paura mi fé doppia.
Inferno;XXIII;​13;Io pensava così:
Inferno;XXIII;​13-15;"""Questi per noi sono scherniti con danno e con beffa sì fatta, ch'assai credo che lor nòi."
Inferno;XXIII;​16-18;"Se l'ira sovra 'l mal voler s'aggueffa, ei ne verranno dietro più crudeli che 'l cane a quella lievre ch'elli acceffa""."
Inferno;XXIII;​19-21;Già mi sentia tutti arricciar li peli de la paura e stava in dietro intento, quand'io dissi:
Inferno;XXIII;​21-23;"""Maestro, se non celi te e me tostamente, i' ho pavento d'i Malebranche."
Inferno;XXIII;​23;"Noi li avem già dietro;"
Inferno;XXIII;​24;"io li 'magino sì, che già li sento""."
Inferno;XXIII;​25;E quei:
Inferno;XXIII;​25-27;"""S'i' fossi di piombato vetro, l'imagine di fuor tua non trarrei più tosto a me, che quella dentro 'mpetro."
Inferno;XXIII;​28-30;Pur mo venieno i tuo' pensier tra ' miei, con simile atto e con simile faccia, sì che d'intrambi un sol consiglio fei.
Inferno;XXIII;​31-33;"S'elli è che sì la destra costa giaccia, che noi possiam ne l'altra bolgia scendere, noi fuggirem l'imaginata caccia""."
Inferno;XXIII;​34-36;Già non compié di tal consiglio rendere, ch'io li vidi venir con l'ali tese non molto lungi, per volerne prendere.
Inferno;XXIII;​37-42;"Lo duca mio di sùbito mi prese, come la madre ch'al romore è desta e vede presso a sé le fiamme accese, che prende il figlio e fugge e non s'arresta, avendo più di lui che di sé cura, tanto che solo una camiscia vesta;"
Inferno;XXIII;​43-45;e giù dal collo de la ripa dura supin si diede a la pendente roccia, che l'un de' lati a l'altra bolgia tura.
Inferno;XXIII;​46-51;Non corse mai sì tosto acqua per doccia a volger ruota di molin terragno, quand'ella più verso le pale approccia, come 'l maestro mio per quel vivagno, portandosene me sovra 'l suo petto, come suo figlio, non come compagno.
Inferno;XXIII;​52-54;"A pena fuoro i piè suoi giunti al letto del fondo giù, ch'e' furon in sul colle sovresso noi;"
Inferno;XXIII;​54;ma non lì era sospetto:
Inferno;XXIII;​55-57;ché l'alta provedenza che lor volle porre ministri de la fossa quinta, poder di partirs'indi a tutti tolle.
Inferno;XXIII;​58-60;Là giù trovammo una gente dipinta che giva intorno assai con lenti passi, piangendo e nel sembiante stanca e vinta.
Inferno;XXIII;​61-63;Elli avean cappe con cappucci bassi dinanzi a li occhi, fatte de la taglia che in Clugnì per li monaci fassi.
Inferno;XXIII;​64;"Di fuor dorate son, sì ch'elli abbaglia;"
Inferno;XXIII;​65-66;ma dentro tutte piombo, e gravi tanto, che Federigo le mettea di paglia.
Inferno;XXIII;​67;Oh in etterno faticoso manto!
Inferno;XXIII;​68-69;"Noi ci volgemmo ancor pur a man manca con loro insieme, intenti al tristo pianto;"
Inferno;XXIII;​70-72;ma per lo peso quella gente stanca venìa sì pian, che noi eravam nuovi di compagnia ad ogne mover d'anca.
Inferno;XXIII;​73;Per ch'io al duca mio:
Inferno;XXIII;​73-75;"""Fa che tu trovi alcun ch'al fatto o al nome si conosca, e li occhi, sì andando, intorno movi""."
Inferno;XXIII;​76-77;E un che 'ntese la parola tosca, di retro a noi gridò:
Inferno;XXIII;​77-78;"""Tenete i piedi, voi che correte sì per l'aura fosca!"
Inferno;XXIII;​79;"Forse ch'avrai da me quel che tu chiedi""."
Inferno;XXIII;​80;Onde 'l duca si volse e disse:
Inferno;XXIII;​80-81;"""Aspetta, e poi secondo il suo passo procedi""."
Inferno;XXIII;​82-83;"Ristetti, e vidi due mostrar gran fretta de l'animo, col viso, d'esser meco;"
Inferno;XXIII;​84;ma tardavali 'l carco e la via stretta.
Inferno;XXIII;​85-86;"Quando fuor giunti, assai con l'occhio bieco mi rimiraron sanza far parola;"
Inferno;XXIII;​87;poi si volsero in sé, e dicean seco:
Inferno;XXIII;​88;"""Costui par vivo a l'atto de la gola;"
Inferno;XXIII;​89-90;e s'e' son morti, per qual privilegio vanno scoperti de la grave stola?
Inferno;XXIII;​91;Poi disser me:
Inferno;XXIII;​91-93;"""O Tosco, ch'al collegio de l'ipocriti tristi se' venuto, dir chi tu se' non avere in dispregio""."
Inferno;XXIII;​94;E io a loro:
Inferno;XXIII;​94-96;"""I' fui nato e cresciuto sovra 'l bel fiume d'Arno a la gran villa, e son col corpo ch'i' ho sempre avuto."
Inferno;XXIII;​97-98;Ma voi chi siete, a cui tanto distilla quant'i' veggio dolor giù per le guance?
Inferno;XXIII;​99;"e che pena è in voi che sì sfavilla?""."
Inferno;XXIII;​100;E l'un rispuose a me:
Inferno;XXIII;​100-102;"""Le cappe rance son di piombo sì grosse, che li pesi fan così cigolar le lor bilance."
Inferno;XXIII;​103;"Frati godenti fummo, e bolognesi;"
Inferno;XXIII;​104-107;"io Catalano e questi Loderingo nomati, e da tua terra insieme presi come suole esser tolto un uom solingo, per conservar sua pace;"
Inferno;XXIII;​107-108;"e fummo tali, ch'ancor si pare intorno dal Gardingo""."
Inferno;XXIII;​109;Io cominciai:
Inferno;XXIII;​109;"""O frati, i vostri mali..."";"
Inferno;XXIII;​110-111;ma più non dissi, ch'a l'occhio mi corse un, crucifisso in terra con tre pali.
Inferno;XXIII;​112-113;"Quando mi vide, tutto si distorse, soffiando ne la barba con sospiri;"
Inferno;XXIII;​114-115;e 'l frate Catalan, ch'a ciò s'accorse, mi disse:
Inferno;XXIII;​115-117;"""Quel confitto che tu miri, consigliò i Farisei che convenia porre un uom per lo popolo a' martìri."
Inferno;XXIII;​118-120;Attraversato è, nudo, ne la via, come tu vedi, ed è mestier ch'el senta qualunque passa, come pesa, pria.
Inferno;XXIII;​121-123;"E a tal modo il socero si stenta in questa fossa, e li altri dal concilio che fu per li Giudei mala sementa""."
Inferno;XXIII;​124-126;Allor vid'io maravigliar Virgilio sovra colui ch'era disteso in croce tanto vilmente ne l'etterno essilio.
