cantica;canto;range_versi;terzina
Inferno;XIII;142_144;"raccoglietele al piè del tristo cesto. I' fui de la città che nel Batista mutò il primo padrone; ond'ei per questo"
Inferno;XIII;145_147;"sempre con l'arte sua la farà trista; e se non fosse che 'n sul passo d'Arno rimane ancor di lui alcuna vista,"
Inferno;XIII;148_150;que' cittadin che poi la rifondarno sovra 'l cener che d'Attila rimase, avrebber fatto lavorare indarno.
Inferno;XIII;151;"Io fei gibetto a me de le mie case""."
Inferno;XIV;1_3;Poi che la carità del natio loco mi strinse, raunai le fronde sparte e rende'le a colui, ch'era già fioco.
Inferno;XIV;4_6;Indi venimmo al fine ove si parte lo secondo giron dal terzo, e dove si vede di giustizia orribil arte.
Inferno;XIV;7_9;A ben manifestar le cose nove, dico che arrivammo ad una landa che dal suo letto ogne pianta rimove.
Inferno;XIV;10_12;"La dolorosa selva l'è ghirlanda intorno, come 'l fosso tristo ad essa; quivi fermammo i passi a randa a randa."
Inferno;XIV;13_15;Lo spazzo era una rena arida e spessa, non d'altra foggia fatta che colei che fu da' piè di Caton già soppressa.
Inferno;XIV;16_18;O vendetta di Dio, quanto tu dei esser temuta da ciascun che legge ciò che fu manifesto a li occhi miei!
Inferno;XIV;19_21;D'anime nude vidi molte gregge che piangean tutte assai miseramente, e parea posta lor diversa legge.
Inferno;XIV;22_24;Supin giacea in terra alcuna gente, alcuna si sedea tutta raccolta, e altra andava continüamente.
Inferno;XIV;25_27;Quella che giva 'ntorno era più molta, e quella men che giacëa al tormento, ma più al duolo avea la lingua sciolta.
Inferno;XIV;28_30;Sovra tutto 'l sabbion, d'un cader lento, piovean di foco dilatate falde, come di neve in alpe sanza vento.
Inferno;XIV;31_33;Quali Alessandro in quelle parti calde d'Indïa vide sopra 'l süo stuolo fiamme cadere infino a terra salde,
Inferno;XIV;34_36;per ch'ei provide a scalpitar lo suolo con le sue schiere, acciò che lo vapore mei si stingueva mentre ch'era solo:
Inferno;XIV;37_39;"tale scendeva l'etternale ardore; onde la rena s'accendea, com'esca sotto focile, a doppiar lo dolore."
Inferno;XIV;40_42;Sanza riposo mai era la tresca de le misere mani, or quindi or quinci escotendo da sé l'arsura fresca.
Inferno;XIV;43_45;"I' cominciai: ""Maestro, tu che vinci tutte le cose, fuor che ' demon duri ch'a l'intrar de la porta incontra uscinci,"
Inferno;XIV;46_48;"chi è quel grande che non par che curi lo 'ncendio e giace dispettoso e torto, sì che la pioggia non par che 'l marturi?""."
Inferno;XIV;49_51;"E quel medesmo, che si fu accorto ch'io domandava il mio duca di lui, gridò: ""Qual io fui vivo, tal son morto."
Inferno;XIV;52_54;"Se Giove stanchi 'l suo fabbro da cui crucciato prese la folgore aguta onde l'ultimo dì percosso fui;"
Inferno;XIV;55_57;"o s'elli stanchi li altri a muta a muta in Mongibello a la focina negra, chiamando ""Buon Vulcano, aiuta, aiuta!"","
Inferno;XIV;58_60;"sì com'el fece a la pugna di Flegra, e me saetti con tutta sua forza: non ne potrebbe aver vendetta allegra""."
Inferno;XIV;61_63;"Allora il duca mio parlò di forza tanto, ch'i' non l'avea sì forte udito: ""O Capaneo, in ciò che non s'ammorza"
Inferno;XIV;64_66;"la tua superbia, se' tu più punito; nullo martiro, fuor che la tua rabbia, sarebbe al tuo furor dolor compito""."
Inferno;XIV;67_69;"Poi si rivolse a me con miglior labbia, dicendo: ""Quei fu l'un d'i sette regi ch'assiser Tebe; ed ebbe e par ch'elli abbia"
Inferno;XIV;70_72;"Dio in disdegno, e poco par che 'l pregi; ma, com'io dissi lui, li suoi dispetti sono al suo petto assai debiti fregi."
Inferno;XIV;73_75;"Or mi vien dietro, e guarda che non metti, ancor, li piedi ne la rena arsiccia; ma sempre al bosco tien li piedi stretti""."
Inferno;XIV;76_78;Tacendo divenimmo là 've spiccia fuor de la selva un picciol fiumicello, lo cui rossore ancor mi raccapriccia.
Inferno;XIV;79_81;Quale del Bulicame esce ruscello che parton poi tra lor le peccatrici, tal per la rena giù sen giva quello.
Inferno;XIV;82_84;"Lo fondo suo e ambo le pendici fatt'era 'n pietra, e ' margini dallato; per ch'io m'accorsi che 'l passo era lici."
Inferno;XIV;85_87;"""Tra tutto l'altro ch'i' t'ho dimostrato, poscia che noi intrammo per la porta lo cui sogliare a nessuno è negato,"
Inferno;XIV;88_90;"cosa non fu da li tuoi occhi scorta notabile com'è 'l presente rio, che sovra sé tutte fiammelle ammorta""."
Inferno;XIV;91_93;"Queste parole fuor del duca mio; per ch'io 'l pregai che mi largisse 'l pasto di cui largito m'avëa il disio."
Inferno;XIV;94_96;"""In mezzo mar siede un paese guasto"", diss'elli allora, ""che s'appella Creta, sotto 'l cui rege fu già 'l mondo casto."
Inferno;XIV;97_99;"Una montagna v'è che già fu lieta d'acqua e di fronde, che si chiamò Ida; or è diserta come cosa vieta."
Inferno;XIV;100_102;Rëa la scelse già per cuna fida del suo figliuolo, e per celarlo meglio, quando piangea, vi facea far le grida.
Inferno;XIV;103_105;Dentro dal monte sta dritto un gran veglio, che tien volte le spalle inver' Dammiata e Roma guarda come süo speglio.
Inferno;XIV;106_108;"La sua testa è di fin oro formata, e puro argento son le braccia e 'l petto, poi è di rame infino a la forcata;"
Inferno;XIV;109_111;"da indi in giuso è tutto ferro eletto, salvo che 'l destro piede è terra cotta; e sta 'n su quel, più che 'n su l'altro, eretto."
Inferno;XIV;112_114;Ciascuna parte, fuor che l'oro, è rotta d'una fessura che lagrime goccia, le quali, accolte, fóran quella grotta.
Inferno;XIV;115_117;"Lor corso in questa valle si diroccia; fanno Acheronte, Stige e Flegetonta; poi sen van giù per questa stretta doccia,"
Inferno;XIV;118_120;"infin, là ove più non si dismonta, fanno Cocito; e qual sia quello stagno tu lo vedrai, però qui non si conta""."
Inferno;XIV;121_123;"E io a lui: ""Se 'l presente rigagno si diriva così dal nostro mondo, perché ci appar pur a questo vivagno?""."
Inferno;XIV;124_126;"Ed elli a me: ""Tu sai che 'l loco è tondo; e tutto che tu sie venuto molto, pur a sinistra, giù calando al fondo,"
Inferno;XIV;127_129;"non se' ancor per tutto il cerchio vòlto; per che, se cosa n'apparisce nova, non de' addur maraviglia al tuo volto""."
Inferno;XIV;130_132;"E io ancor: ""Maestro, ove si trova Flegetonta e Letè? ché de l'un taci, e l'altro di' che si fa d'esta piova""."
Inferno;XIV;133_135;"""In tutte tue question certo mi piaci"", rispuose, ""ma 'l bollor de l'acqua rossa dovea ben solver l'una che tu faci."
Inferno;XIV;136_138;"Letè vedrai, ma fuor di questa fossa, là dove vanno l'anime a lavarsi quando la colpa pentuta è rimossa""."
Inferno;XIV;139_141;"Poi disse: ""Omai è tempo da scostarsi dal bosco; fa che di retro a me vegne: li margini fan via, che non son arsi,"
Inferno;XIV;142;"e sopra loro ogne vapor si spegne""."
Inferno;XV;1_3;"Ora cen porta l'un de' duri margini; e 'l fummo del ruscel di sopra aduggia, sì che dal foco salva l'acqua e li argini."
Inferno;XV;4_6;"Quali Fiamminghi tra Guizzante e Bruggia, temendo 'l fiotto che 'nver' lor s'avventa, fanno lo schermo perché 'l mar si fuggia;"
Inferno;XV;7_9;e quali Padoan lungo la Brenta, per difender lor ville e lor castelli, anzi che Carentana il caldo senta:
Inferno;XV;10_12;a tale imagine eran fatti quelli, tutto che né sì alti né sì grossi, qual che si fosse, lo maestro félli.
Inferno;XV;13_15;Già eravam da la selva rimossi tanto, ch'i' non avrei visto dov'era, perch'io in dietro rivolto mi fossi,
Inferno;XV;16_18;quando incontrammo d'anime una schiera che venian lungo l'argine, e ciascuna ci riguardava come suol da sera
Inferno;XV;19_21;"guardare uno altro sotto nuova luna; e sì ver' noi aguzzavan le ciglia come 'l vecchio sartor fa ne la cruna."
Inferno;XV;22_24;"Così adocchiato da cotal famiglia, fui conosciuto da un, che mi prese per lo lembo e gridò: ""Qual maraviglia!""."
Inferno;XV;25_27;E io, quando 'l suo braccio a me distese, ficcaï li occhi per lo cotto aspetto, sì che 'l viso abbrusciato non difese
Inferno;XV;28_30;"la conoscenza süa al mio 'ntelletto; e chinando la mano a la sua faccia, rispuosi: ""Siete voi qui, ser Brunetto?""."
Inferno;XV;31_33;"E quelli: ""O figliuol mio, non ti dispiaccia se Brunetto Latino un poco teco ritorna 'n dietro e lascia andar la traccia""."
Inferno;XV;34_36;"I' dissi lui: ""Quanto posso, ven preco; e se volete che con voi m'asseggia, faròl, se piace a costui che vo seco""."
Inferno;XV;37_39;"""O figliuol"", disse, ""qual di questa greggia s'arresta punto, giace poi cent'anni sanz'arrostarsi quando 'l foco il feggia."
Inferno;XV;40_42;"Però va oltre: i' ti verrò a' panni; e poi rigiugnerò la mia masnada, che va piangendo i suoi etterni danni""."
Inferno;XV;43_45;"Io non osava scender de la strada per andar par di lui; ma 'l capo chino tenea com'uom che reverente vada."
Inferno;XV;46_48;"El cominciò: ""Qual fortuna o destino anzi l'ultimo dì qua giù ti mena? e chi è questi che mostra 'l cammino?""."
Inferno;XV;49_51;"""Là sù di sopra, in la vita serena"", rispuos'io lui, ""mi smarri' in una valle, avanti che l'età mia fosse piena."
Inferno;XV;52_54;"Pur ier mattina le volsi le spalle: questi m'apparve, tornand'ïo in quella, e reducemi a ca per questo calle""."
Inferno;XV;55_57;"Ed elli a me: ""Se tu segui tua stella, non puoi fallire a glorïoso porto, se ben m'accorsi ne la vita bella;"
Inferno;XV;58_60;e s'io non fossi sì per tempo morto, veggendo il cielo a te così benigno, dato t'avrei a l'opera conforto.
Inferno;XV;61_63;Ma quello ingrato popolo maligno che discese di Fiesole e tiene ancor del monte e del macigno,
Inferno;XV;64_66;"ti si farà, per tuo ben far, nimico; ed è ragion, ché tra li lazzi sorbi si disconvien fruttare al dolce fico."
Inferno;XV;67_69;"Vecchia fama nel mondo li chiama orbi; gent'è avara, invidiosa e superba: dai lor costumi fa che tu ti forbi."
Inferno;XV;70_72;"La tua fortuna tanto onor ti serba, che l'una parte e l'altra avranno fame di te; ma lungi fia dal becco l'erba."
Inferno;XV;73_75;Faccian le bestie fiesolane strame di lor medesme, e non tocchin la pianta, s'alcuna surge ancora in lor letame,
Inferno;XV;76_78;"in cui riviva la sementa santa di que' Roman che vi rimaser quando fu fatto il nido di malizia tanta""."
Inferno;XV;79_81;"""Se fosse tutto pieno il mio dimando"", rispuos'io lui, ""voi non sareste ancora de l'umana natura posto in bando;"
Inferno;XV;82_84;ché 'n la mente m'è fitta, e or m'accora, la cara e buona imagine paterna di voi quando nel mondo ad ora ad ora
Inferno;XV;85_87;m'insegnavate come l'uom s'etterna: e quant'io l'abbia in grado, mentr'io vivo convien che ne la mia lingua si scerna.
Inferno;XV;88_90;Ciò che narrate di mio corso scrivo, e serbolo a chiosar con altro testo a donna che saprà, s'a lei arrivo.
Inferno;XV;91_93;Tanto vogl'io che vi sia manifesto, pur che mia coscïenza non mi garra, ch'a la Fortuna, come vuol, son presto.
Inferno;XV;94_96;"Non è nuova a li orecchi miei tal arra: però giri Fortuna la sua rota come le piace, e 'l villan la sua marra""."
Inferno;XV;97_99;"Lo mio maestro allora in su la gota destra si volse in dietro e riguardommi; poi disse: ""Bene ascolta chi la nota""."
Inferno;XV;100_102;Né per tanto di men parlando vommi con ser Brunetto, e dimando chi sono li suoi compagni più noti e più sommi.
Inferno;XV;103_105;"Ed elli a me: ""Saper d'alcuno è buono; de li altri fia laudabile tacerci, ché 'l tempo sarìa corto a tanto suono."
Inferno;XV;106_108;In somma sappi che tutti fur cherci e litterati grandi e di gran fama, d'un peccato medesmo al mondo lerci.
Inferno;XV;109_111;"Priscian sen va con quella turba grama, e Francesco d'Accorso anche; e vedervi, s'avessi avuto di tal tigna brama,"
Inferno;XV;112_114;colui potei che dal servo de' servi fu trasmutato d'Arno in Bacchiglione, dove lasciò li mal protesi nervi.
Inferno;XV;115_117;"Di più direi; ma 'l venire e 'l sermone più lungo esser non può, però ch'i' veggio là surger nuovo fummo del sabbione."
Inferno;XV;118_120;"Gente vien con la quale esser non deggio. Sieti raccomandato il mio Tesoro, nel qual io vivo ancora, e più non cheggio""."
Inferno;XV;121_123;"Poi si rivolse, e parve di coloro che corrono a Verona il drappo verde per la campagna; e parve di costoro"
Inferno;XV;124;quelli che vince, non colui che perde.
Inferno;XVI;1_3;Già era in loco onde s'udia 'l rimbombo de l'acqua che cadea ne l'altro giro, simile a quel che l'arnie fanno rombo,
Inferno;XVI;4_6;quando tre ombre insieme si partiro, correndo, d'una torma che passava sotto la pioggia de l'aspro martiro.
Inferno;XVI;7_9;"Venian ver' noi, e ciascuna gridava: ""Sòstati tu ch'a l'abito ne sembri esser alcun di nostra terra prava""."
Inferno;XVI;10_12;Ahimé, che piaghe vidi ne' lor membri, ricenti e vecchie, da le fiamme incese! Ancor men duol pur ch'i' me ne rimembri.
Inferno;XVI;13_15;"A le lor grida il mio dottor s'attese; volse 'l viso ver' me, e: ""Or aspetta"", disse, ""a costor si vuole esser cortese."
Inferno;XVI;16_18;"E se non fosse il foco che saetta la natura del loco, i' dicerei che meglio stesse a te che a lor la fretta""."
Inferno;XVI;19_21;"Ricominciar, come noi restammo, ei l'antico verso; e quando a noi fuor giunti, fenno una rota di sé tutti e trei."
Inferno;XVI;22_24;Qual sogliono i campion far nudi e unti, avvisando lor presa e lor vantaggio, prima che sien tra lor battuti e punti,
Inferno;XVI;25_27;così rotando, ciascuno il visaggio drizzava a me, sì che 'n contraro il collo faceva ai piè continüo vïaggio.
Inferno;XVI;28_30;"E ""Se miseria d'esto loco sollo rende in dispetto noi e nostri prieghi"", cominciò l'uno, ""e 'l tinto aspetto e brollo,"
Inferno;XVI;31_33;la fama nostra il tuo animo pieghi a dirne chi tu se', che i vivi piedi così sicuro per lo 'nferno freghi.
Inferno;XVI;34_36;Questi, l'orme di cui pestar mi vedi, tutto che nudo e dipelato vada, fu di grado maggior che tu non credi:
Inferno;XVI;37_39;"nepote fu de la buona Gualdrada; Guido Guerra ebbe nome, e in sua vita fece col senno assai e con la spada."
Inferno;XVI;40_42;L'altro, ch'appresso me la rena trita, è Tegghiaio Aldobrandi, la cui voce nel mondo sù dovria esser gradita.
Inferno;XVI;43_45;"E io, che posto son con loro in croce, Iacopo Rusticucci fui, e certo la fiera moglie più ch'altro mi nuoce""."
Inferno;XVI;46_48;"S'i' fossi stato dal foco coperto, gittato mi sarei tra lor di sotto, e credo che 'l dottor l'avria sofferto;"
Inferno;XVI;49_51;ma perch'io mi sarei brusciato e cotto, vinse paura la mia buona voglia che di loro abbracciar mi facea ghiotto.
Inferno;XVI;52_54;"Poi cominciai: ""Non dispetto, ma doglia la vostra condizion dentro mi fisse, tanta che tardi tutta si dispoglia,"
Inferno;XVI;55_57;tosto che questo mio segnor mi disse parole per le quali i' mi pensai che qual voi siete, tal gente venisse.
Inferno;XVI;58_60;Di vostra terra sono, e sempre mai l'ovra di voi e li onorati nomi con affezion ritrassi e ascoltai.
Inferno;XVI;61_63;"Lascio lo fele e vo per dolci pomi promessi a me per lo verace duca; ma 'nfino al centro pria convien ch'i' tomi""."
Inferno;XVI;64_66;"""Se lungamente l'anima conduca le membra tue"", rispuose quelli ancora, ""e se la fama tua dopo te luca,"
Inferno;XVI;67_69;"cortesia e valor dì se dimora ne la nostra città sì come suole, o se del tutto se n'è gita fora;"
Inferno;XVI;70_72;"ché Guiglielmo Borsiere, il qual si duole con noi per poco e va là coi compagni, assai ne cruccia con le sue parole""."
Inferno;XVI;73_75;"""La gente nuova e i sùbiti guadagni orgoglio e dismisura han generata, Fiorenza, in te, sì che tu già ten piagni""."
Inferno;XVI;76_78;"Così gridai con la faccia levata; e i tre, che ciò inteser per risposta, guardar l'un l'altro com'al ver si guata."
Inferno;XVI;79_81;"""Se l'altre volte sì poco ti costa"", rispuoser tutti, ""il satisfare altrui, felice te se sì parli a tua posta!"
Inferno;XVI;82_84;"Però, se campi d'esti luoghi bui e torni a riveder le belle stelle, quando ti gioverà dicere ""I' fui"","
Inferno;XVI;85_87;"fa che di noi a la gente favelle"". Indi rupper la rota, e a fuggirsi ali sembiar le gambe loro isnelle."
Inferno;XVI;88_90;"Un amen non saria potuto dirsi tosto così com'e' fuoro spariti; per ch'al maestro parve di partirsi."
Inferno;XVI;91_93;Io lo seguiva, e poco eravam iti, che 'l suon de l'acqua n'era sì vicino, che per parlar saremmo a pena uditi.
Inferno;XVI;94_96;Come quel fiume c'ha proprio cammino prima dal Monte Viso 'nver' levante, da la sinistra costa d'Apennino,
Inferno;XVI;97_99;che si chiama Acquacheta suso, avante che si divalli giù nel basso letto, e a Forlì di quel nome è vacante,
Inferno;XVI;100_102;"rimbomba là sovra San Benedetto de l'Alpe per cadere ad una scesa ove dovea per mille esser recetto;"
Inferno;XVI;103_105;così, giù d'una ripa discoscesa, trovammo risonar quell'acqua tinta, sì che 'n poc'ora avria l'orecchia offesa.
